date,Donald Trump,Putin,MeToo,Bitcoin,ISIS,country
2013-02-11,1,4,0,3,6,Germany
2013-02-11,6,2,0,4,8,United States
2013-02-11,5,1,0,3,4,Canada
2013-02-11,0,3,0,0,7,Norway
2013-02-12,6,2,0,5,7,United States
2013-02-12,1,4,0,4,8,Germany
2013-02-12,3,1,0,6,7,United Kingdom
2013-02-12,7,1,0,4,5,Canada
2013-02-12,7,3,0,3,7,Norway
2013-02-13,5,2,0,4,8,United States
2013-02-13,4,2,0,5,9,United Kingdom
2013-02-13,3,3,0,7,10,Norway
2013-02-13,4,2,0,3,3,Canada
2013-02-13,1,2,0,6,8,Germany
2013-02-14,3,4,0,3,4,Norway
2013-02-14,3,1,0,9,8,United Kingdom
2013-02-14,5,1,0,3,3,Canada
2013-02-14,1,2,0,4,9,Germany
2013-02-14,5,2,0,5,7,United States
2013-02-15,3,1,0,7,4,Canada
2013-02-15,1,8,0,5,8,Germany
2013-02-15,7,0,0,0,4,Norway
2013-02-15,5,4,0,6,8,United States
2013-02-15,2,3,0,7,9,United Kingdom
2013-02-16,5,3,0,2,4,Canada
2013-02-16,5,3,0,5,6,United States
2013-02-16,0,7,0,6,8,Germany
2013-02-16,13,0,0,0,4,Norway
2013-02-16,4,4,0,8,6,United Kingdom
2013-02-17,6,2,0,3,3,Canada
2013-02-17,5,2,0,5,8,United States
2013-02-17,1,3,0,5,6,Germany
2013-02-17,3,3,0,7,5,United Kingdom
2013-02-17,0,0,0,7,4,Norway
2013-02-18,2,4,0,5,11,Germany
2013-02-18,5,2,0,9,9,United Kingdom
2013-02-18,0,0,0,3,3,Norway
2013-02-18,4,1,0,4,8,United States
2013-02-18,5,1,0,3,7,Canada
2013-02-19,5,2,0,7,8,United Kingdom
2013-02-19,1,3,0,6,10,Germany
2013-02-19,3,0,0,3,4,Norway
2013-02-19,3,3,0,4,2,Canada
2013-02-19,4,2,0,4,8,United States
2013-02-20,5,2,0,3,4,Canada
2013-02-20,1,4,0,5,6,Germany
2013-02-20,2,3,0,5,12,United Kingdom
2013-02-20,4,7,0,7,11,Norway
2013-02-20,5,2,0,5,8,United States
2013-02-21,3,2,0,4,10,United Kingdom
2013-02-21,0,4,0,4,0,Norway
2013-02-21,1,4,1,4,8,Germany
2013-02-21,5,1,0,6,6,Canada
2013-02-21,4,2,0,4,8,United States
2013-02-22,0,0,0,0,0,Norway
2013-02-22,0,3,0,5,9,Germany
2013-02-22,4,0,0,3,4,Canada
2013-02-22,3,2,0,3,8,United Kingdom
2013-02-22,6,2,0,5,8,United States
2013-02-23,3,1,0,6,5,Canada
2013-02-23,0,0,0,13,4,Norway
2013-02-23,2,1,0,6,6,United Kingdom
2013-02-23,4,1,0,6,8,United States
2013-02-23,1,4,0,6,7,Germany
2013-02-24,4,0,0,4,4,Norway
2013-02-24,2,3,0,4,6,United Kingdom
2013-02-24,0,3,0,4,5,Germany
2013-02-24,2,0,0,6,3,Canada
2013-02-24,4,1,0,5,8,United States
2013-02-25,2,0,0,4,3,Canada
2013-02-25,1,5,0,5,7,Germany
2013-02-25,6,2,1,3,9,United Kingdom
2013-02-25,4,2,0,5,8,United States
2013-02-25,0,3,0,0,0,Norway
2013-02-26,3,3,0,3,7,Norway
2013-02-26,5,1,0,7,11,United Kingdom
2013-02-26,5,1,0,4,7,United States
2013-02-26,4,0,0,4,5,Canada
2013-02-26,4,2,0,1,6,Germany
2013-02-27,1,4,0,8,5,Germany
2013-02-27,5,2,0,5,10,United Kingdom
2013-02-27,3,2,0,5,4,Canada
2013-02-27,8,1,0,5,9,United States
2013-02-27,3,0,0,0,7,Norway
2013-02-28,3,0,0,7,3,Norway
2013-02-28,1,2,0,10,9,Germany
2013-02-28,3,2,0,10,9,United Kingdom
2013-02-28,6,2,0,8,9,United States
2013-02-28,2,1,0,5,6,Canada
2013-03-01,0,4,0,7,0,Norway
2013-03-01,1,3,0,8,6,Germany
2013-03-01,3,1,0,8,12,United Kingdom
2013-03-01,5,2,0,5,3,Canada
2013-03-01,6,2,0,5,7,United States
2013-03-02,6,2,0,6,7,United States
2013-03-02,1,4,0,5,8,Germany
2013-03-02,2,2,0,8,10,United Kingdom
2013-03-02,4,12,0,4,4,Norway
2013-03-02,4,2,0,4,5,Canada
2013-03-03,4,1,0,6,8,United States
2013-03-03,5,2,0,9,5,Canada
2013-03-03,4,1,0,6,8,United Kingdom
2013-03-03,4,4,0,0,0,Norway
2013-03-03,1,4,0,8,4,Germany
2013-03-04,10,1,0,6,8,United States
2013-03-04,6,2,1,6,10,United Kingdom
2013-03-04,6,0,0,0,0,Norway
2013-03-04,6,1,0,3,4,Canada
2013-03-04,1,3,0,3,8,Germany
2013-03-05,4,2,0,7,7,United States
2013-03-05,5,1,0,8,12,United Kingdom
2013-03-05,1,4,0,7,5,Germany
2013-03-05,3,1,0,4,3,Canada
2013-03-05,3,3,0,23,3,Norway
2013-03-06,5,2,0,9,8,United States
2013-03-06,4,1,0,11,10,United Kingdom
2013-03-06,5,1,0,7,6,Canada
2013-03-06,0,2,0,8,6,Germany
2013-03-06,0,0,0,7,3,Norway
2013-03-07,2,2,0,11,8,United Kingdom
2013-03-07,3,3,0,3,0,Norway
2013-03-07,5,1,0,9,6,Canada
2013-03-07,5,2,0,10,7,United States
2013-03-07,3,2,0,11,6,Germany
2013-03-08,3,1,0,11,8,United Kingdom
2013-03-08,1,1,0,9,6,Germany
2013-03-08,5,2,0,8,8,United States
2013-03-08,0,4,0,18,0,Norway
2013-03-08,5,3,0,6,6,Canada
2013-03-09,4,3,0,9,3,Canada
2013-03-09,0,4,0,0,13,Norway
2013-03-09,1,2,0,5,6,Germany
2013-03-09,4,2,0,13,9,United Kingdom
2013-03-09,7,2,0,8,8,United States
2013-03-10,8,2,0,7,7,United States
2013-03-10,6,1,0,9,4,Canada
2013-03-10,1,5,0,11,6,Germany
2013-03-10,6,1,0,7,7,United Kingdom
2013-03-10,0,0,0,7,4,Norway
2013-03-11,10,1,0,10,7,United States
2013-03-11,8,0,0,9,4,Canada
2013-03-11,7,3,0,13,3,Norway
2013-03-11,1,1,0,4,6,Germany
2013-03-11,6,4,0,7,7,United Kingdom
2013-03-12,6,2,0,13,7,United States
2013-03-12,1,2,0,18,2,Germany
2013-03-12,3,0,0,23,3,Norway
2013-03-12,5,0,0,13,5,Canada
2013-03-12,4,2,0,11,10,United Kingdom
2013-03-13,5,2,0,9,8,United States
2013-03-13,3,3,0,9,7,United Kingdom
2013-03-13,6,1,0,7,4,Canada
2013-03-13,2,4,0,15,6,Germany
2013-03-13,0,3,0,7,7,Norway
2013-03-14,6,2,0,7,8,United States
2013-03-14,1,3,0,11,7,Germany
2013-03-14,0,14,0,14,3,Norway
2013-03-14,2,4,0,7,10,United Kingdom
2013-03-14,4,2,0,7,5,Canada
2013-03-15,6,2,0,6,8,United States
2013-03-15,3,3,0,7,9,United Kingdom
2013-03-15,2,2,0,5,3,Canada
2013-03-15,1,3,0,5,5,Germany
2013-03-15,0,4,0,7,4,Norway
2013-03-16,4,2,0,9,3,Canada
2013-03-16,0,3,0,11,6,Germany
2013-03-16,4,4,0,0,4,Norway
2013-03-16,3,2,0,4,9,United Kingdom
2013-03-16,6,2,0,7,7,United States
2013-03-17,2,1,0,8,10,United Kingdom
2013-03-17,5,2,0,6,6,United States
2013-03-17,4,0,0,5,4,Canada
2013-03-17,0,0,0,14,11,Norway
2013-03-17,1,4,0,5,7,Germany
2013-03-18,3,3,0,9,9,United Kingdom
2013-03-18,6,2,0,7,9,United States
2013-03-18,4,3,0,6,2,Canada
2013-03-18,3,3,0,10,6,Norway
2013-03-18,1,5,0,6,7,Germany
2013-03-19,7,2,0,7,9,United Kingdom
2013-03-19,5,3,0,7,6,Canada
2013-03-19,0,7,0,13,13,Norway
2013-03-19,1,3,0,10,6,Germany
2013-03-19,7,2,0,10,9,United States
2013-03-20,4,1,0,10,6,Canada
2013-03-20,2,5,0,11,5,Germany
2013-03-20,4,1,0,15,10,United Kingdom
2013-03-20,4,2,0,10,7,United States
2013-03-20,0,3,0,17,0,Norway
2013-03-21,4,2,0,22,8,United Kingdom
2013-03-21,3,0,0,12,5,Canada
2013-03-21,1,5,0,20,5,Germany
2013-03-21,4,2,0,14,8,United States
2013-03-21,0,0,0,17,0,Norway
2013-03-22,3,4,0,22,5,United Kingdom
2013-03-22,0,0,0,22,4,Norway
2013-03-22,2,3,0,19,5,Canada
2013-03-22,6,3,0,18,8,United States
2013-03-22,0,3,0,18,7,Germany
2013-03-23,3,4,0,18,5,Canada
2013-03-23,0,9,0,22,0,Norway
2013-03-23,2,6,0,15,10,Germany
2013-03-23,3,4,0,32,9,United Kingdom
2013-03-23,6,4,0,18,7,United States
2013-03-24,2,14,0,12,4,Germany
2013-03-24,2,7,0,26,6,United Kingdom
2013-03-24,0,4,0,13,9,Norway
2013-03-24,4,5,0,13,8,United States
2013-03-24,2,2,0,13,5,Canada
2013-03-25,21,3,0,13,9,United States
2013-03-25,13,3,0,13,3,Canada
2013-03-25,0,6,0,15,4,Germany
2013-03-25,3,5,0,26,9,United Kingdom
2013-03-25,0,0,0,12,0,Norway
2013-03-26,4,0,0,20,4,Norway
2013-03-26,7,3,0,14,9,United States
2013-03-26,5,4,0,14,2,Canada
2013-03-26,0,6,0,15,6,Germany
2013-03-26,6,2,0,22,10,United Kingdom
2013-03-27,4,2,0,27,8,United Kingdom
2013-03-27,4,2,0,16,8,United States
2013-03-27,4,1,0,17,7,Canada
2013-03-27,1,5,0,26,6,Germany
2013-03-27,4,0,0,13,4,Norway
2013-03-28,3,2,0,38,9,United Kingdom
2013-03-28,1,5,0,32,6,Germany
2013-03-28,4,2,0,19,4,Canada
2013-03-28,7,2,0,25,8,United States
2013-03-28,0,15,0,24,10,Norway
2013-03-29,3,3,0,27,7,United Kingdom
2013-03-29,5,2,0,20,6,Canada
2013-03-29,4,2,0,24,8,United States
2013-03-29,9,10,0,42,0,Norway
2013-03-29,2,5,0,22,5,Germany
2013-03-30,5,15,0,24,0,Norway
2013-03-30,3,2,0,44,8,United Kingdom
2013-03-30,3,2,0,18,5,Canada
2013-03-30,0,7,0,26,5,Germany
2013-03-30,4,2,0,24,9,United States
2013-03-31,0,0,0,42,9,Norway
2013-03-31,3,3,0,19,4,Canada
2013-03-31,0,4,0,18,6,Germany
2013-03-31,5,3,0,21,8,United States
2013-03-31,4,2,0,45,22,United Kingdom
2013-04-01,6,3,0,25,7,United States
2013-04-01,1,5,0,33,7,Germany
2013-04-01,4,0,0,18,4,Norway
2013-04-01,7,6,0,22,5,Canada
2013-04-01,3,3,0,36,10,United Kingdom
2013-04-02,5,2,0,28,11,United States
2013-04-02,1,2,1,31,8,United Kingdom
2013-04-02,4,3,0,26,3,Canada
2013-04-02,1,4,0,35,7,Germany
2013-04-02,3,0,0,22,0,Norway
2013-04-03,0,3,0,45,10,Norway
2013-04-03,3,0,0,34,4,Canada
2013-04-03,4,2,0,47,10,United States
2013-04-03,3,3,0,48,3,Germany
2013-04-03,1,2,0,53,8,United Kingdom
2013-04-04,2,1,0,31,3,Canada
2013-04-04,0,3,0,100,3,Norway
2013-04-04,4,6,0,61,8,United Kingdom
2013-04-04,4,2,0,39,9,United States
2013-04-04,1,3,0,52,7,Germany
2013-04-05,1,3,0,35,6,United Kingdom
2013-04-05,0,11,0,67,0,Norway
2013-04-05,1,16,0,40,5,Germany
2013-04-05,5,2,0,27,5,Canada
2013-04-05,3,2,0,34,11,United States
2013-04-06,5,2,0,28,9,United States
2013-04-06,6,2,0,24,5,Canada
2013-04-06,4,4,0,35,0,Norway
2013-04-06,1,3,0,32,6,United Kingdom
2013-04-06,1,29,0,28,4,Germany
2013-04-07,4,1,0,22,4,Canada
2013-04-07,4,4,0,39,0,Norway
2013-04-07,8,1,0,27,7,United States
2013-04-07,3,4,0,36,7,United Kingdom
2013-04-07,1,43,0,30,5,Germany
2013-04-08,3,6,0,34,3,Norway
2013-04-08,6,22,0,49,7,United Kingdom
2013-04-08,15,20,0,33,8,United States
2013-04-08,16,13,0,39,2,Canada
2013-04-08,2,100,0,45,15,Germany
2013-04-09,0,79,0,64,11,Germany
2013-04-09,4,12,0,62,7,United Kingdom
2013-04-09,10,3,0,54,3,Norway
2013-04-09,6,17,0,48,10,United States
2013-04-09,5,12,0,47,4,Canada
2013-04-10,2,5,0,84,4,Canada
2013-04-10,0,31,0,73,12,Germany
2013-04-10,0,3,0,58,3,Norway
2013-04-10,4,7,0,75,9,United Kingdom
2013-04-10,6,6,0,86,11,United States
2013-04-11,0,24,0,94,8,Germany
2013-04-11,3,0,0,75,3,Norway
2013-04-11,4,10,0,100,14,United Kingdom
2013-04-11,4,4,0,100,5,Canada
2013-04-11,5,4,0,100,9,United States
2013-04-12,4,3,0,74,10,United Kingdom
2013-04-12,2,4,0,78,4,Canada
2013-04-12,0,10,0,51,0,Norway
2013-04-12,1,16,0,89,8,Germany
2013-04-12,5,4,0,91,8,United States
2013-04-13,4,1,0,51,2,Canada
2013-04-13,6,6,0,54,8,United States
2013-04-13,2,4,1,49,6,United Kingdom
2013-04-13,1,15,0,60,9,Germany
2013-04-13,4,4,0,48,0,Norway
2013-04-14,1,10,0,53,9,Germany
2013-04-14,0,0,0,30,3,Norway
2013-04-14,4,4,0,42,8,United Kingdom
2013-04-14,4,3,0,43,3,Canada
2013-04-14,4,4,0,39,6,United States
2013-04-15,6,3,0,37,9,United States
2013-04-15,3,9,0,30,3,Norway
2013-04-15,4,3,1,40,8,United Kingdom
2013-04-15,1,7,0,46,12,Germany
2013-04-15,6,4,0,39,4,Canada
2013-04-16,1,3,1,48,6,United Kingdom
2013-04-16,5,3,0,33,9,United States
2013-04-16,0,0,0,53,0,Norway
2013-04-16,4,1,0,35,4,Canada
2013-04-16,1,4,0,34,7,Germany
2013-04-17,1,7,0,31,12,Germany
2013-04-17,4,3,0,31,10,United States
2013-04-17,0,3,0,25,0,Norway
2013-04-17,1,3,0,36,9,United Kingdom
2013-04-17,4,1,0,26,4,Canada
2013-04-18,0,2,0,27,8,Germany
2013-04-18,0,3,0,38,3,Norway
2013-04-18,2,3,0,26,5,Canada
2013-04-18,2,3,0,37,9,United Kingdom
2013-04-18,4,3,0,31,8,United States
2013-04-19,2,4,0,23,10,Germany
2013-04-19,0,7,0,31,0,Norway
2013-04-19,1,3,0,26,10,United Kingdom
2013-04-19,3,7,0,24,7,United States
2013-04-19,1,3,0,28,5,Canada
2013-04-20,6,6,0,15,3,Canada
2013-04-20,5,5,0,18,7,United States
2013-04-20,3,8,0,22,7,Germany
2013-04-20,0,8,0,16,0,Norway
2013-04-20,3,4,0,20,7,United Kingdom
2013-04-21,0,4,0,47,4,Norway
2013-04-21,3,3,0,19,4,Canada
2013-04-21,4,4,0,21,6,United States
2013-04-21,2,2,0,24,9,United Kingdom
2013-04-21,1,2,0,21,11,Germany
2013-04-22,3,2,0,19,8,United Kingdom
2013-04-22,5,2,0,13,5,Canada
2013-04-22,6,3,0,16,9,United States
2013-04-22,0,0,0,34,3,Norway
2013-04-22,1,2,0,15,11,Germany
2013-04-23,2,9,0,18,3,Canada
2013-04-23,1,6,0,78,10,Germany
2013-04-23,6,3,0,25,3,Norway
2013-04-23,4,8,0,19,9,United States
2013-04-23,2,7,0,20,11,United Kingdom
2013-04-24,5,8,0,20,8,United States
2013-04-24,2,6,0,19,10,United Kingdom
2013-04-24,0,2,0,39,9,Germany
2013-04-24,3,9,0,20,3,Canada
2013-04-24,3,6,0,22,3,Norway
2013-04-25,2,8,0,17,3,Canada
2013-04-25,4,10,0,19,8,United Kingdom
2013-04-25,4,8,0,18,8,United States
2013-04-25,0,9,0,25,9,Germany
2013-04-25,3,10,0,33,3,Norway
2013-04-26,3,7,0,16,7,United States
2013-04-26,3,6,0,17,6,Canada
2013-04-26,2,6,0,27,9,United Kingdom
2013-04-26,0,11,0,10,4,Norway
2013-04-26,2,6,0,28,9,Germany
2013-04-27,2,5,0,25,9,United Kingdom
2013-04-27,3,8,0,15,7,United States
2013-04-27,0,4,0,18,4,Germany
2013-04-27,3,7,0,19,4,Canada
2013-04-27,0,8,0,17,0,Norway
2013-04-28,2,5,0,22,11,Germany
2013-04-28,4,6,0,23,3,Canada
2013-04-28,4,7,0,13,7,United States
2013-04-28,0,7,0,14,7,Norway
2013-04-28,3,3,0,28,11,United Kingdom
2013-04-29,4,5,0,16,5,Canada
2013-04-29,1,3,0,14,11,United Kingdom
2013-04-29,5,5,0,14,8,United States
2013-04-29,0,4,0,17,11,Germany
2013-04-29,3,6,0,3,0,Norway
2013-04-30,3,6,0,18,11,United Kingdom
2013-04-30,2,4,0,18,6,Canada
2013-04-30,4,4,0,14,9,United States
2013-04-30,0,6,0,19,10,Germany
2013-04-30,3,3,0,13,0,Norway
2013-05-01,1,5,0,20,7,United Kingdom
2013-05-01,3,3,0,15,5,Canada
2013-05-01,3,6,0,18,10,United States
2013-05-01,1,5,0,20,5,Germany
2013-05-01,3,7,3,34,3,Norway
2013-05-02,3,4,0,24,3,Canada
2013-05-02,1,5,0,23,9,Germany
2013-05-02,3,3,0,25,9,United Kingdom
2013-05-02,3,4,0,18,9,United States
2013-05-02,0,0,0,10,3,Norway
2013-05-03,3,4,0,23,11,United Kingdom
2013-05-03,5,1,0,13,3,Canada
2013-05-03,0,0,0,17,0,Norway
2013-05-03,6,4,0,19,7,United States
2013-05-03,2,4,0,25,7,Germany
2013-05-04,3,4,0,17,9,United Kingdom
2013-05-04,6,5,0,16,8,United States
2013-05-04,1,4,0,19,7,Germany
2013-05-04,11,0,0,34,11,Norway
2013-05-04,3,3,0,14,4,Canada
2013-05-05,7,3,0,14,9,United States
2013-05-05,3,1,0,17,4,Germany
2013-05-05,4,4,0,7,11,Norway
2013-05-05,3,3,0,17,8,United Kingdom
2013-05-05,5,2,0,11,2,Canada
2013-05-06,3,2,0,17,9,United Kingdom
2013-05-06,0,6,0,3,0,Norway
2013-05-06,5,3,0,16,10,United States
2013-05-06,7,1,0,12,6,Canada
2013-05-06,2,6,0,20,9,Germany
2013-05-07,3,3,0,18,10,United Kingdom
2013-05-07,3,2,0,16,3,Canada
2013-05-07,1,7,0,17,7,Germany
2013-05-07,0,3,0,27,3,Norway
2013-05-07,4,4,0,14,11,United States
2013-05-08,4,3,0,12,4,Canada
2013-05-08,3,4,0,12,10,United Kingdom
2013-05-08,1,3,0,11,11,Germany
2013-05-08,0,3,0,13,0,Norway
2013-05-08,7,4,0,12,13,United States
2013-05-09,7,7,0,7,3,Norway
2013-05-09,3,4,0,9,2,Canada
2013-05-09,1,4,0,12,7,Germany
2013-05-09,3,4,0,14,10,United Kingdom
2013-05-09,4,3,0,15,11,United States
2013-05-10,6,4,0,14,10,United Kingdom
2013-05-10,4,2,0,13,10,United States
2013-05-10,1,4,0,8,6,Germany
2013-05-10,3,4,0,13,3,Canada
2013-05-10,0,0,0,14,7,Norway
2013-05-11,3,0,0,14,5,Canada
2013-05-11,1,3,0,16,7,Germany
2013-05-11,4,3,0,11,10,United States
2013-05-11,4,4,0,17,5,United Kingdom
2013-05-11,4,8,0,12,0,Norway
2013-05-12,3,2,0,11,11,United States
2013-05-12,0,7,0,7,4,Norway
2013-05-12,1,2,0,14,7,Germany
2013-05-12,2,3,0,11,2,Canada
2013-05-12,2,3,0,16,7,United Kingdom
2013-05-13,5,2,0,16,9,United Kingdom
2013-05-13,4,1,0,12,7,Canada
2013-05-13,7,3,0,13,11,United States
2013-05-13,0,0,0,3,12,Norway
2013-05-13,3,2,0,8,7,Germany
2013-05-14,3,1,0,11,4,Canada
2013-05-14,3,3,0,15,10,United States
2013-05-14,0,10,0,13,0,Norway
2013-05-14,1,5,0,12,10,Germany
2013-05-14,3,3,0,13,10,United Kingdom
2013-05-15,3,3,0,17,12,United Kingdom
2013-05-15,1,3,0,12,10,Germany
2013-05-15,3,2,0,12,6,Canada
2013-05-15,3,0,0,22,10,Norway
2013-05-15,4,3,0,17,11,United States
2013-05-16,0,0,0,7,0,Norway
2013-05-16,1,3,0,13,13,Germany
2013-05-16,4,5,0,17,6,United Kingdom
2013-05-16,3,1,0,14,3,Canada
2013-05-16,5,2,0,15,13,United States
2013-05-17,2,4,0,13,7,Germany
2013-05-17,3,3,0,17,10,United Kingdom
2013-05-17,2,1,0,11,6,Canada
2013-05-17,4,3,0,15,12,United States
2013-05-17,10,0,0,20,5,Norway
2013-05-18,0,0,0,14,0,Norway
2013-05-18,1,5,0,13,5,Germany
2013-05-18,3,4,0,17,10,United Kingdom
2013-05-18,4,2,0,10,3,Canada
2013-05-18,5,3,0,14,12,United States
2013-05-19,0,4,0,9,3,Germany
2013-05-19,0,5,0,9,0,Norway
2013-05-19,2,2,0,16,6,United Kingdom
2013-05-19,4,3,0,16,10,United States
2013-05-19,2,1,0,14,4,Canada
2013-05-20,0,0,0,10,0,Norway
2013-05-20,2,2,0,14,8,United Kingdom
2013-05-20,12,2,0,10,2,Canada
2013-05-20,13,2,0,13,10,United States
2013-05-20,0,2,0,13,4,Germany
2013-05-21,3,2,0,9,4,Canada
2013-05-21,1,3,0,13,8,Germany
2013-05-21,6,2,0,11,9,United States
2013-05-21,0,6,0,16,3,Norway
2013-05-21,4,2,0,16,8,United Kingdom
2013-05-22,3,2,0,5,4,Canada
2013-05-22,5,2,0,11,10,United States
2013-05-22,1,3,0,13,9,Germany
2013-05-22,3,6,0,15,0,Norway
2013-05-22,2,3,0,12,14,United Kingdom
2013-05-23,1,5,0,10,9,Germany
2013-05-23,0,7,0,13,7,Norway
2013-05-23,2,4,0,9,12,United Kingdom
2013-05-23,5,2,0,10,9,United States
2013-05-23,3,2,0,5,4,Canada
2013-05-24,4,0,0,4,7,Norway
2013-05-24,1,2,0,9,12,Germany
2013-05-24,2,1,0,8,8,United Kingdom
2013-05-24,4,2,0,13,8,United States
2013-05-24,2,1,0,12,4,Canada
2013-05-25,2,1,0,13,5,Germany
2013-05-25,4,2,0,10,9,United States
2013-05-25,3,2,0,9,2,Canada
2013-05-25,2,2,0,6,5,United Kingdom
2013-05-25,0,9,0,9,0,Norway
2013-05-26,1,4,0,8,3,Germany
2013-05-26,4,2,0,9,7,United States
2013-05-26,4,2,0,8,4,Canada
2013-05-26,1,1,1,9,7,United Kingdom
2013-05-26,0,0,0,20,4,Norway
2013-05-27,1,4,0,13,9,Germany
2013-05-27,4,1,0,10,8,United States
2013-05-27,4,2,0,12,7,United Kingdom
2013-05-27,1,2,0,10,4,Canada
2013-05-27,0,3,0,12,6,Norway
2013-05-28,2,2,0,14,7,Germany
2013-05-28,0,3,0,10,6,Norway
2013-05-28,1,3,0,12,3,Canada
2013-05-28,1,2,0,15,13,United Kingdom
2013-05-28,3,4,0,12,9,United States
2013-05-29,2,3,0,24,9,Germany
2013-05-29,4,5,0,14,8,United States
2013-05-29,2,3,0,8,4,Canada
2013-05-29,2,4,1,13,7,United Kingdom
2013-05-29,0,0,0,7,0,Norway
2013-05-30,1,2,0,11,8,United Kingdom
2013-05-30,4,3,0,11,9,United States
2013-05-30,2,4,0,18,11,Germany
2013-05-30,0,10,0,17,0,Norway
2013-05-30,2,1,0,8,6,Canada
2013-05-31,2,7,0,14,7,Germany
2013-05-31,0,0,0,26,0,Norway
2013-05-31,1,4,0,11,3,Canada
2013-05-31,4,4,0,12,9,United Kingdom
2013-05-31,3,3,0,12,8,United States
2013-06-01,3,2,0,11,6,United States
2013-06-01,1,1,0,10,3,Canada
2013-06-01,1,5,0,17,5,Germany
2013-06-01,4,2,0,7,6,United Kingdom
2013-06-01,0,0,0,4,8,Norway
2013-06-02,3,3,0,10,6,United States
2013-06-02,0,4,0,18,7,Norway
2013-06-02,2,2,0,14,9,United Kingdom
2013-06-02,2,2,0,12,4,Canada
2013-06-02,1,4,0,13,7,Germany
2013-06-03,2,2,0,10,9,United States
2013-06-03,0,4,0,12,8,Germany
2013-06-03,2,5,0,13,9,United Kingdom
2013-06-03,2,3,0,10,3,Canada
2013-06-03,0,3,0,10,3,Norway
2013-06-04,3,3,0,8,8,United States
2013-06-04,2,3,0,9,7,United Kingdom
2013-06-04,2,3,0,7,7,Canada
2013-06-04,1,3,0,10,11,Germany
2013-06-04,0,0,0,6,3,Norway
2013-06-05,1,2,0,10,12,Germany
2013-06-05,2,3,0,5,4,Canada
2013-06-05,0,7,0,10,3,Norway
2013-06-05,3,2,0,11,8,United States
2013-06-05,1,3,0,11,9,United Kingdom
2013-06-06,4,14,0,9,9,United States
2013-06-06,1,14,0,8,5,Canada
2013-06-06,4,17,1,9,8,United Kingdom
2013-06-06,0,28,0,11,7,Germany
2013-06-06,0,34,0,7,3,Norway
2013-06-07,0,23,0,8,8,Norway
2013-06-07,3,27,0,8,3,Canada
2013-06-07,3,59,0,13,5,Germany
2013-06-07,3,24,0,5,11,United Kingdom
2013-06-07,3,23,0,8,7,United States
2013-06-08,0,22,0,9,0,Norway
2013-06-08,1,28,0,10,6,Germany
2013-06-08,4,10,0,9,9,United States
2013-06-08,2,13,0,7,6,Canada
2013-06-08,2,11,0,16,7,United Kingdom
2013-06-09,0,4,0,11,4,Norway
2013-06-09,3,6,0,20,6,United Kingdom
2013-06-09,6,6,0,6,6,Canada
2013-06-09,3,11,0,13,8,Germany
2013-06-09,3,7,0,10,7,United States
2013-06-10,2,5,0,12,10,United States
2013-06-10,2,3,0,16,10,United Kingdom
2013-06-10,1,12,0,11,7,Germany
2013-06-10,0,3,0,17,3,Norway
2013-06-10,11,7,0,4,4,Canada
2013-06-11,2,5,0,10,11,United Kingdom
2013-06-11,0,0,0,7,0,Norway
2013-06-11,2,6,0,14,7,United States
2013-06-11,0,6,0,10,7,Germany
2013-06-11,2,2,0,7,6,Canada
2013-06-12,4,6,0,6,4,Canada
2013-06-12,1,9,0,9,10,Germany
2013-06-12,2,5,0,11,10,United Kingdom
2013-06-12,0,10,0,7,0,Norway
2013-06-12,2,4,0,9,7,United States
2013-06-13,1,6,0,12,10,United Kingdom
2013-06-13,0,3,0,3,0,Norway
2013-06-13,3,2,0,5,5,Canada
2013-06-13,1,9,0,7,8,Germany
2013-06-13,3,5,0,9,8,United States
2013-06-14,4,5,0,8,7,United States
2013-06-14,4,4,0,7,3,Canada
2013-06-14,4,4,0,4,7,Norway
2013-06-14,1,10,0,9,7,Germany
2013-06-14,3,5,0,12,8,United Kingdom
2013-06-15,5,10,0,8,9,United States
2013-06-15,4,0,0,4,4,Norway
2013-06-15,6,4,0,6,3,Canada
2013-06-15,2,8,0,11,11,United Kingdom
2013-06-15,2,5,0,13,6,Germany
2013-06-16,5,10,0,7,4,Canada
2013-06-16,1,18,0,10,8,United Kingdom
2013-06-16,4,8,0,4,0,Norway
2013-06-16,4,18,0,8,8,United States
2013-06-16,0,9,0,8,4,Germany
2013-06-17,3,11,0,6,7,Germany
2013-06-17,5,19,0,9,7,United States
2013-06-17,3,0,0,10,7,Norway
2013-06-17,5,16,0,6,4,Canada
2013-06-17,4,17,0,10,8,United Kingdom
2013-06-18,4,11,0,7,3,Canada
2013-06-18,1,12,0,6,7,Germany
2013-06-18,1,17,0,12,11,United Kingdom
2013-06-18,3,16,0,8,7,United States
2013-06-18,0,14,0,14,0,Norway
2013-06-19,0,3,0,17,3,Norway
2013-06-19,10,11,0,8,5,Canada
2013-06-19,0,8,0,6,8,Germany
2013-06-19,3,9,0,8,7,United States
2013-06-19,3,8,0,8,9,United Kingdom
2013-06-20,3,8,0,8,7,United States
2013-06-20,2,7,0,9,9,United Kingdom
2013-06-20,1,6,0,10,8,Germany
2013-06-20,9,5,0,4,5,Canada
2013-06-20,0,4,0,0,4,Norway
2013-06-21,2,10,0,8,8,United Kingdom
2013-06-21,0,22,0,9,10,Germany
2013-06-21,5,4,0,8,4,Canada
